,Pair,Sharpe,return,HalfLife,P-Value,Num_Trades
11,SPGI-ACN,1.6111741798503885,0.6433569669980355,19.1764281115757,0.013408297251649026,25
20,MRK-ADI,1.47526600254386,0.6681239485760302,39.26292359072735,0.026413884160536864,23
94,GILD-DE,1.4097984498251719,0.532144812262813,37.22938547916018,0.004405966969173288,21
141,MA-JNJ,1.3705516860838953,0.5446713733812205,34.19785667789806,0.02967026308171297,26
125,OXY-GM,1.3355100757893648,1.0533943861465094,11.536201445778604,4.6401271253964845e-05,29
181,TXN-MS,1.312018238846263,0.365943665075374,12.98889017096846,0.034296153516858364,25
179,SPGI-MS,1.2929774856067295,3.316725208395696,40.55890000177079,0.016408262173857054,25
169,WMT-MMC,1.232156087400199,0.4757146982556848,25.319568247486657,0.04678752278556852,23
81,MA-CAT,1.218266709929869,0.4787731138534794,12.838746954057873,0.005086553562682461,26
71,WMT-BSX,1.201232069548709,0.4560790823454466,13.4014802833665,0.0023542895913790706,25
192,UNH-TXN,1.194321317606849,1.2293401331385985,41.08244231542193,0.006609226146344021,24
17,MCD-ADI,1.1796561428004924,1.035374742321821,22.795071797172447,0.024125469847827576,24
122,SYK-GE,1.1699271765339037,0.7115523353172957,16.571812225015943,0.025238146295456915,23
129,SPGI-GOOG,1.152106103587504,1.282455148119217,21.565053614501636,0.02064866489876569,23
109,XOM-DIS,1.08226532457345,0.46615255105830333,13.919666893763479,0.0011595697771288958,26
69,ORCL-BSX,1.0779269262210447,0.9269091822224627,18.34111181191622,0.028766333374450316,25
100,PM-DE,1.071741277631201,0.3751059107213006,24.753187049571416,0.02015538056527384,23
152,WMT-LIN,1.0356262124413336,0.35208196659963775,17.197141281973206,0.02268046790663995,26
134,SPGI-GS,1.030955218332229,0.4581933196853334,28.121520884087644,0.006484474360501231,26
148,V-JNJ,1.0212331764821794,0.3850446706186701,38.409700561198626,0.023912583632458306,23
137,SPGI-HD,0.9885626907377966,0.371551360012528,27.19137384824345,0.03579617281947215,24
15,LIN-ADI,0.9807216753869482,1.2326931039816902,19.52421200518201,0.00661991777280765,27
187,V-SYK,0.9738756109816309,0.25536733947092416,19.322567652980595,0.03893233377368757,23
108,OXY-DIS,0.9706080506264501,0.3325735668752319,14.354882003910541,0.004707283348137711,25
88,ISRG-CSCO,0.944884774052488,2.0752686962314537,26.821171574666476,0.007774806813590326,25
47,DE-BDX,0.9373241036423082,0.34615511271326826,24.4001232473747,0.007491227152492897,23
165,MDLZ-MCD,0.9267675991796249,0.32283131269516097,18.07793168076496,0.035790836214822395,26
3,DIS-ABBV,0.9181189455104972,0.5169664475434439,24.78725034574062,0.026282056454286835,21
139,TXN-HON,0.9164247908384723,0.2178717759429647,11.154431533360174,0.03319846312242778,22
67,LIN-BSX,0.9026521331372539,2.152008511601034,17.45163798923999,0.029194916112067232,29
23,SYK-ADI,0.9016067936019585,0.445127447782397,21.391156723215985,0.00692326846342277,29
78,OXY-C,0.8927348822617558,0.4730246579471966,11.689143306447287,0.00016863804176680874,21
145,SBUX-JNJ,0.8917266134742621,0.4594729390148897,28.649914746828664,0.004484779781786997,27
65,GS-BLK,0.887336213245701,0.22595115473129956,19.44432211834272,0.042927873927338066,24
157,V-LRCX,0.8754316108443478,0.6941765703167861,19.697912088628645,0.047686555241122475,21
156,META-LRCX,0.8736975471379871,2.1001289834711936,26.48670948155912,0.03907223255391028,25
72,COP-C,0.861582532685046,0.7478549424113579,16.89143580254195,0.004414815065655822,24
188,WMT-SYK,0.860434410896385,0.2884728144580351,19.410216831463742,0.017558154813438507,24
25,V-ADI,0.8569682837023842,0.292241645739969,26.641028601726628,0.032082717478934576,22
68,MDLZ-BSX,0.8519084843013963,0.32537064895316603,21.001442240543746,0.04055540121820777,24
2,CVX-ABBV,0.8446046863077196,0.3486214768762599,17.244025275839423,0.0034111260630423127,23
91,LMT-CVX,0.8334915886065649,0.6675514023442186,22.00655719711287,0.04129734213861271,28
131,INTU-GS,0.8334749100030101,0.5062298116673312,41.65120221002655,0.02861428526117365,23
173,RTX-MO,0.8299682317358829,0.5847102738306771,29.561332865678928,0.027949015545014434,27
123,V-GE,0.809406780678453,0.381266471850332,11.85121983222621,0.005963870596162131,22
59,UNP-BDX,0.7661873391777633,0.23306273925009569,38.06024037114113,0.026934180490441193,26
70,TJX-BSX,0.7579477931790471,0.3650482429327435,21.382535884267067,0.03514368381168718,24
107,EOG-DIS,0.752538466010542,0.2746268161869183,13.365295524036807,0.002595676133159758,24
19,MMC-ADI,0.7491002892692193,0.40317499060905115,36.473634419400675,0.04587366555441431,25
184,RTX-PM,0.7477325677513944,0.2742452685887986,27.338950019175762,0.03222893193840211,23
95,LMT-DE,0.7464026291092503,0.3805522481141448,31.79862320973576,0.0026603089079897655,20
106,WMT-DE,0.7433008242864676,0.25902481423524604,28.596634880117588,0.03604533447112465,22
97,MO-DE,0.7042445956327926,0.2443321209132001,20.88481382585731,0.02277242611542876,22
191,TSLA-TMUS,0.6946300699793931,0.39644958651369855,18.69678658977137,0.041170062485966157,22
16,MA-ADI,0.6826139395003148,0.2960928255661681,24.72755893024873,0.04261058674504949,24
170,MS-MO,0.6810407096486325,0.2045543449559537,37.66877953476382,0.037591159358757086,24
55,PG-BDX,0.679409268980758,0.19555392604442856,31.42588345021101,0.002924413839871254,26
167,OXY-MDT,0.6777554934043207,0.2501458753416792,20.105414630499226,0.024196621221086387,23
175,TXN-MO,0.6593351385842869,0.19449269185490747,16.39986747868894,0.027245272334119486,25
127,VRTX-GM,0.6586503203549748,0.7179911972739152,23.141856885536043,0.027906677560433114,26
38,LOW-AXP,0.6518953767550231,0.2519931797347612,29.592543546121366,0.007654521571844313,23
27,C-ADP,0.6495462115660554,0.21202035106688455,31.35475491905035,0.02538139028444774,20
190,WMT-TJX,0.6355710219578679,0.21925536708289228,16.995150279937263,0.043651209939176254,25
126,SLB-GM,0.6287343405692606,0.28022146315455765,23.272757703681833,0.02431684804592579,26
147,TXN-JNJ,0.6181534817411964,0.17975816568207836,15.712907056078492,0.036426985055332144,26
83,WMT-CAT,0.6073584431456119,0.23227198846031216,20.392027521931578,0.04327393063527004,25
182,SYK-ORCL,0.5959761623145949,0.25296373676001727,23.30912609728449,0.033387401298967036,21
135,TXN-GS,0.5806600817461941,0.14906132354893753,12.011675179040017,0.008278180692533041,25
136,INTU-HD,0.5787868064642866,0.2273392506164722,29.802122745261453,0.04372030091020024,25
6,LMT-ABBV,0.5753674257145133,0.49555228540003693,21.015048141611956,0.03910222260691646,24
52,MA-BDX,0.573753389239754,0.17815171169622213,30.68224252011495,0.008578556225776506,23
85,EOG-COP,0.5695925371056509,0.0915787445843168,13.524424778987074,0.017452317158189574,27
149,LRCX-JPM,0.5636825523424778,0.1644872576342713,16.954478118813224,0.011644598302460455,23
5,GM-ABBV,0.5583914673909951,0.18245674334911688,20.031154239834024,0.006028415992924699,21
82,TJX-CAT,0.5393385993609597,0.15821241888929705,25.422173976562167,0.018372229880302425,22
146,TMO-JNJ,0.5340051287690897,0.27207415935752866,36.57810441101493,0.046773311222129375,22
128,XOM-GM,0.5238730825548484,0.39612888491919485,16.016471301957818,0.0007073166406985888,23
96,MA-DE,0.49984523572743683,0.1577348382893058,32.42014166084709,0.01908437521062243,24
180,TMO-MS,0.48704677100320826,0.42487160988115713,23.968943011760476,0.019299307548457663,24
110,LLY-EL,0.48562460799019347,0.34407206467617724,24.751545951096745,0.019089610698527538,25
74,DIS-C,0.4786676462678128,0.4140233731263687,22.77723568686982,0.03418496810274309,25
162,SYK-MA,0.47780026857050584,0.12744773575743062,25.334733464824133,0.012361739675839601,23
73,CVX-C,0.46783511296133296,0.36378484936895905,15.755818757127702,0.0023574420197293006,22
121,MA-GE,0.46131632632160197,0.19906868837241998,10.079136700792695,0.0023018885155542033,23
43,JPM-BA,0.4612232876607181,0.12819670918918802,23.91694819169991,0.03488776997425266,25
183,WMT-ORCL,0.45976721846441326,0.13750159370117543,16.20426199437767,0.008975164233325134,23
84,DIS-COP,0.4582084984419921,0.26500893846140183,15.985677834240846,0.0017654515947993646,21
32,MDT-ADP,0.455143027015862,0.16060172649061677,33.48464410890447,0.03126971604534377,21
130,HD-GS,0.45184537369294603,0.14110984919808178,26.741835331530286,0.010517424943239135,29
10,INTU-ACN,0.4374768253632297,0.14159410339245482,21.054754030763497,0.012430827438466149,23
111,VRTX-EL,0.4349709093478535,0.21565799557629495,17.29546589102575,0.006471688788837311,23
29,DIS-ADP,0.42537171107292654,0.18714974185514288,33.27231370005509,0.03209160113948438,22
30,EOG-ADP,0.42209289697996577,0.12656978668898433,31.472716555219403,0.038110608678664004,22
51,LOW-BDX,0.42122516746032845,0.13444060410170433,33.59793549357638,0.010427827842545246,26
64,V-BKNG,0.4130918019936723,0.11970459594509619,15.15812666668603,0.037095783078527456,22
58,TXN-BDX,0.4067010142445858,0.10909947395949526,16.112329437406746,0.0181679776641419,24
89,DIS-CVX,0.4000996833749288,0.17164052701107946,20.237036711492728,0.0082909768986921,21
4,EOG-ABBV,0.3963240308333453,0.1239970551548828,18.249921743987294,0.013042889123952333,22
77,MDT-C,0.385363816201285,0.17722102859234878,24.859381948988826,0.01045786722956311,22
142,MO-JNJ,0.3841379486029109,0.12960472720769567,27.425339178894113,0.04377474623569333,22
26,WMT-ADI,0.381827881967033,0.10646785524078184,23.50670299618651,0.014557523358023721,26
171,PG-MO,0.37519519674003454,0.2199886844838257,35.91082847461071,0.004390694308741817,25
132,ISRG-GS,0.37455537168888264,0.11660050904138819,33.50104964396118,0.004126557361379234,24
92,MDT-CVX,0.35940883773323673,0.1243317120950247,23.900458772209088,0.020684435812395083,22
164,WMT-MA,0.3480038506116934,0.10126187053681379,21.899023300051727,0.01919145921595347,24
166,MRK-MCD,0.34140338974815765,0.0834328646495972,34.434470598293366,0.026775021195042478,20
86,GM-COP,0.3375466602213619,0.10047195506994844,17.431318474663883,0.001462354595184427,26
124,LMT-GM,0.3372799746750605,-0.3315598359204489,20.750140261071245,0.006810032108916574,22
117,HD-F,0.33579051208983607,-0.9990320820604596,33.16966794137234,0.049430391566529945,19
87,MDT-COP,0.3340029555330342,0.12563650843373453,18.549741772810037,0.005895347256641649,24
33,T-ADP,0.3211188606805189,0.11302676422967317,23.26708682234882,0.041625254506754826,21
155,MA-LRCX,0.31338957263317396,0.15763582641544538,17.823588508664695,0.04885804261035814,24
49,HON-BDX,0.310622855829362,0.09118588981850606,32.26602021577527,0.008592110416132625,27
112,GM-EOG,0.30811799116073757,0.095897944966566,17.488129959077128,0.0007270756909844712,27
1,C-ABBV,0.2955098311159254,0.08331172890830119,21.288927864307123,0.02137514505883582,22
176,WFC-MO,0.28927086270113694,0.07473454121410139,34.90716057120861,0.04666258786045149,24
118,QCOM-F,0.2882876444077603,-0.05224031317181166,25.059778528842077,0.005175816256092199,18
9,HD-ACN,0.28585896690596013,0.062051246954516026,18.993255800422535,0.013729092082353265,20
13,GE-ADI,0.28574677476302995,0.07439725323268265,34.08317229316198,0.009006703524888722,23
158,MDLZ-MA,0.2786818797727976,0.06708655651855389,35.19273787089066,0.030150071653914274,24
115,TGT-EOG,0.26740872659275966,0.10750411508047741,38.73958982151435,0.04301469152826437,22
168,XOM-MDT,0.2579933042476022,0.08660852419873599,16.387597722146577,0.0039013178923367003,18
177,XOM-MRK,0.2571241945346415,0.0761023784033823,21.98492874417951,0.033675913679959764,18
153,XOM-LMT,0.24962389799548207,0.06613621654458601,21.036294596417193,0.02407776942021292,22
57,T-BDX,0.24606316240611797,0.07530156101208929,24.82002415832251,0.0014451081196671363,21
62,GE-BKNG,0.2384649334984878,0.055991202574136034,13.622327879085011,0.0019223634154536256,25
138,SBUX-HON,0.23768588846988872,0.0661065869853501,29.860346580758094,0.03517615365943195,23
34,UNH-ADP,0.23316550908290332,0.0816749618915551,24.55902366024384,0.03304366082400328,22
189,VRTX-TGT,0.21233113710204424,0.06969201776933809,25.186615197004492,0.047643403550220294,19
54,MS-BDX,0.20921469247928445,0.047755535993868836,34.74146332116029,0.02024306191018825,23
80,XOM-C,0.20871537429391696,0.054804916995212505,17.572338465583307,0.004262079020818199,21
45,XOM-BAC,0.2019567005147137,0.050150982984264125,40.04302438515261,0.04431214256392995,20
12,BSX-ADI,0.20039033211246832,0.04839231872888261,17.737191115274737,0.014832634022698883,25
7,MDT-ABBV,0.185485611062895,0.04739394167705768,25.557957511704355,0.045198100911391655,21
75,EOG-C,0.15772895766553133,0.028228748222524747,15.771845110070302,0.004763676693867943,22
56,PM-BDX,0.1554900621445383,0.033091843164551715,32.70896297200866,0.017623079427021248,28
150,META-JPM,0.15301383379713812,0.010785350431381291,32.34575644063322,0.039620335639464904,24
194,XOM-USB,0.1447341733548673,-0.021007759171202567,30.43700710201396,0.04314356777688117,20
0,T-AAPL,0.12886995296764822,0.025789010173454363,17.14401249560404,0.038119942835908895,20
63,MA-BKNG,0.12454697865104686,0.022198841317764284,10.568459851762222,0.0034579747617647077,19
101,QCOM-DE,0.12436142866895862,0.023017515539252464,28.83327747801694,0.014715995972216182,24
61,WMT-BDX,0.1133644717924661,0.0199179490292134,35.457190690665115,0.004417955918326279,20
90,GM-CVX,0.09700605452586515,0.013801871117441022,17.814366219383597,0.0014289873084424392,23
50,JNJ-BDX,0.07610985500530969,0.007458339497719457,27.64818452492793,0.022280253184078756,25
116,UNH-EOG,0.074350223671818,-0.18392940673516578,20.530969591049782,0.028712556746010184,23
40,PLD-AXP,0.03191468151580004,-0.010323200816561684,28.083851573513865,0.005481544219980076,23
114,MDT-EOG,0.02488252906315547,-0.022307169733317478,19.156049885922677,0.003529474278053709,21
22,ORCL-ADI,0.022066733497277252,-0.021674512835879733,17.13222102257456,0.0018096001491487278,23
99,PG-DE,0.010332086962059235,-0.014154248238173461,34.93340854243748,0.01370618024058663,21
120,TSLA-F,0.010105267883913423,-0.9944999331333675,27.89158140875858,0.014442641273748016,23
185,TMUS-QCOM,0.006285749978465378,-0.026332570929479493,22.297046552578745,0.04257549732958046,23
172,PM-MO,-0.016211238861062276,-0.05284178765974312,32.950972378794404,0.03971485538761809,18
119,TMUS-F,-0.020183197271296884,-0.39114702672191615,25.363359216863035,0.026069115211401043,24
186,UNP-QCOM,-0.047536260362728434,-0.04723037042231337,23.129431748665215,0.04109410975985851,21
53,MO-BDX,-0.07132853740485469,-0.039321445855366344,26.309791962946107,0.00937771176448872,22
76,GM-C,-0.09359878114126888,-0.03776054320786815,24.205265691075653,0.005762159723246159,20
133,SBUX-GS,-0.1007364357619889,-0.057566500156453926,41.457713695793466,0.026582464328342725,23
48,GS-BDX,-0.11162484279163026,-0.0477596169542277,33.11501708651534,0.013064173599553112,21
178,QCOM-MS,-0.11555309169609565,-0.05656198753852759,41.55251508606074,0.03847634850087083,21
140,LRCX-JNJ,-0.12532373585089787,-0.05958614011707919,41.154015389279714,0.010857307057962938,23
144,RTX-JNJ,-0.1326616129602198,-0.07120736605618638,33.39332997341987,0.02471962920004,24
113,LMT-EOG,-0.14311608272408494,-0.3270186675919524,24.677524659331517,0.040522451120362686,22
143,QCOM-JNJ,-0.1501974509584204,-0.06934111482141803,41.482975532085725,0.04132839571460065,22
66,WMT-BRK.B,-0.1540602888056218,-0.05213000397287171,22.622981781048168,0.020247137603566383,19
46,CSCO-BDX,-0.17127389085426664,-0.07190747229143857,36.390860903731756,0.007734587344486,24
79,UNH-C,-0.1817677963011151,-0.7897179931320006,22.797156216142035,0.04464431220505024,26
8,AMD-ACN,-0.18914844940944692,-0.06668481637833756,18.488555715362573,0.005063575855049359,21
28,COP-ADP,-0.19770222881392274,-0.08233400992052076,34.40524675592542,0.027773191104587636,21
174,TMO-MO,-0.20357948412915958,-0.2946133065469869,38.296056407194634,0.01623735520964809,22
98,PEP-DE,-0.2409091739405742,-0.09405456045914051,41.812267952502395,0.009031515982575745,19
24,TJX-ADI,-0.25165562077078907,-0.09449231222168131,31.847149456617633,0.033083225662122004,22
36,CSCO-AXP,-0.2661850629112915,-0.09962240055566884,40.32613580799972,0.013170697439620129,23
14,GILD-ADI,-0.28414547089912945,-0.11119657227648627,32.63286663026563,0.025780985561304717,19
103,T-DE,-0.29780318166217873,-0.12408486293974874,37.2695790388637,0.015559002151168833,22
44,TGT-BAC,-0.3049988553484703,-0.7630989832703589,37.03426307164142,0.025707006941201573,26
93,DHR-DE,-0.31493789341680595,-0.10396420125840933,41.34547107720901,0.029592699618460266,19
102,SLB-DE,-0.3216357948301448,-0.10163999987561367,35.13579428264615,0.006386809664560983,21
151,NFLX-JPM,-0.3247490222712126,-0.10195536980649622,26.706100559708144,0.037132558982605667,20
21,NVDA-ADI,-0.36561995714777595,-0.11959664241962065,34.592357416467,0.010905941867547155,23
35,INTU-AMD,-0.3768541045778807,-0.5190824525242471,25.085589230593328,0.041679208798529994,21
60,WFC-BDX,-0.3779700787072019,-0.12546275767207204,32.80901205896556,0.019804259681296732,22
42,WFC-AXP,-0.3815714369745047,-0.11215700849671906,22.60235418195827,0.04438414922240034,23
104,TMO-DE,-0.39237782522646036,-0.14176297500632995,39.55156719451237,0.04776369004278491,18
18,MDLZ-ADI,-0.4159248345157758,-0.12353447880049129,19.48061479728883,0.003310628446103164,20
154,PG-LOW,-0.4323975482231734,-0.12983535214913444,29.111659551365886,0.03538781698938003,19
31,GM-ADP,-0.4648568821118194,-0.16437596546013833,38.020260131310366,0.03793588595282335,24
163,TJX-MA,-0.5105035595404711,-0.14523942265094325,34.35284225420106,0.023119365967050304,25
193,WFC-TXN,-0.5359640098036084,-0.16568747644000215,34.13302813139981,0.02712284608866753,20
105,TSLA-DE,-0.5574285786639256,-0.22392645447218562,35.05134605162779,0.015846791952341066,22
160,ORCL-MA,-0.6144519022028029,-0.2222292178082157,24.798215426619148,0.009569228588473627,24
37,HD-AXP,-0.6509109560429897,-0.28636496548400625,40.39058155822958,0.022848201814228485,22
41,UNP-AXP,-0.6747509002548404,-0.25347835261291907,30.18717798786906,0.012595132350498904,23
161,PFE-MA,-0.928613623578216,-0.2720879998294531,37.83605011080925,0.02260345115070075,18
39,PG-AXP,-1.174972603529463,-0.37762655335116324,37.98293819662477,0.02132410867045324,19
159,NVDA-MA,-1.2664158931416982,-0.34902188044249405,31.305994361384663,0.006184353931667169,20
